Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101030,Teaching Personnel Limited,694.9,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101030,Teaching Personnel Limited,694.9,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101030,Teaching Personnel Limited,694.9,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101030,Teaching Personnel Limited,504.69,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101030,Teaching Personnel Limited,719.2,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101047,CHG-MERIDIAN Computer Leasing UK Limited,2280,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101047,CHG-MERIDIAN Computer Leasing UK Limited,1104.6,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101063,A & R Contract Cleaning Specialist Limited,2526.93,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101063,APEC Executive Travel Limited,800,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101063,Legacy Leisure Limited,916.5,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101063,Magdalen Environmental Trust,3019.2,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101065,Dwr Cymru Cyf,1751.56,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101300,Life Leisure Trust t/a Aneurin Leisure,910,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101304,Corona Energy Retail 4 Limited,1168.49,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101304,Dwr Cymru Cyf,3352.98,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101304,Legacy Leisure Limited,1029.6,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,101304,The Assessment Foundation CIC,1116,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,102593,Touch Trust Foundation Limited,1550,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-May-18,102593,Teaching Personnel Limited,547.5,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,11-May-18,130511,Business Gas Limited / Electricity,-712.49,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,11-May-18,130511,Business Gas Limited / Electricity,-1085.53,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,11-May-18,130511,Western Power Distribution LLP,-576.13,Revenue
DIRECT LEARNING AND SKILLS,CATERING,11-May-18,150678,Ysgol Gyfun Bro Morgannwg,25782.54,Revenue
DIRECT LEARNING AND SKILLS,CATERING,11-May-18,150680,Bryn Hafren Comprehensive School,2134.14,Revenue
DIRECT LEARNING AND SKILLS,CATERING,11-May-18,150690,St Cyres Comprehensive School,8236.71,Revenue
DIRECT LEARNING AND SKILLS,CATERING,11-May-18,150695,Llantwit Major Comprehensive School,28236.53,Revenue
DIRECT SOCIAL SERVICES,REGIONAL ADOPTION SERVICE,11-May-18,260500,New Family Social,1440,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,11-May-18,303910,Hays Specialist Recruitment Limited,615.68,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,11-May-18,303910,Hays Specialist Recruitment Limited,615.68,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,11-May-18,319010,Dawsonrentals Materials Handling Equipment Limited t/a Dawsonrentals Sweepers,2100,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,11-May-18,319010,Leeds Commercial Limited T/A LC Vehicle Hire,3150,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,11-May-18,319010,Riverside Truck Rental LImited,3885,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,11-May-18,319010,SHB Hire Limited,964.28,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,11-May-18,325338,Green Circle Sustainable Development Limited,555,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,11-May-18,325340,Green Circle Sustainable Development Limited,525,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,11-May-18,325851,Blackburns Metals Limited,2981.5,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,11-May-18,333019,Ustigate Limited,6585,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,11-May-18,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,2100,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,11-May-18,333500,Ace Site Services (UK) Limited,555,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,11-May-18,356021,Keith Morgan Mowers Hire Limited,7195.5,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,11-May-18,359750,Bridgend County Borough Council,4000,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,11-May-18,365786,Cardiff City Transport Services Limited,108303.79,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,11-May-18,365803,A2B (South Wales) Limited,1200,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,11-May-18,365803,K-Tax Limited,2937,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,11-May-18,400051,Democracy Counts Limited,9500,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11-May-18,405001,Underley Furnishings Limited T/A Furnished Homes,1419.86,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11-May-18,405100,L Mustoe Limited,1222.04,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11-May-18,405100,Susan Shepherd t/a KKG Properties,830.8,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11-May-18,405100,Susan Shepherd t/a KKG Properties,830.8,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,11-May-18,407106,Building Recruitment Company Limited,621.64,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,11-May-18,407114,IOTS (UK) Limited,2620,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,11-May-18,407118,James Andrews Recruitment Solutions Limited,1175,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,11-May-18,421230,Satisnet Limited,13386,Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,11-May-18,842068,Willis Construction Limited,129567.27,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,11-May-18,842145,SMK Building & Maintenance Limited,98357.6,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,11-May-18,842145,SMK Building & Maintenance Limited,221580.52,Capital
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,100805,New Directions (Education) Limited,655,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,100805,New Directions (Education) Limited,655,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101013,New Directions (Education) Limited,725,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101094,Community Products (UK) Limited,3330,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101094,The Learning Partnership (Wales) Limited,702.2,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101110,A & R Contract Cleaning Specialist Limited,2491.48,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101110,Teaching Continua Limited,884,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101137,2simple Software Limited,1200,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101137,Academics Limited,662.5,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101137,Academics Limited,530,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101137,LNC Floor Coverings Limited,2588.62,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101137,The Assessment Foundation CIC,798,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101137,Cardiff County Council,600,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101140,The Assessment Foundation CIC,666,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101141,A & R Contract Cleaning Specialist Limited,1008.42,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101141,Activity Pembrokeshire Limited,500,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101141,Apollo Teaching Services Limited,700,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101145,A & R Contract Cleaning Specialist Limited,951.47,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101145,P&R Group Limited,836.51,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101195,Fire Safety Direct Limited,551.75,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101216,CF Corporate Finance Limited,2664.98,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101233,Community Sports Management Limited t/a Sports Xtra,1375,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101233,Corona Energy Retail 4 Limited,536.49,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101233,Dwr Cymru Cyf,2796.96,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101233,Fronting The Challenge Projects Limited t/a Thrive,733.65,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101233,Ignite & Inspire Limited,596.8,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101233,Richard H Powell and Partners Limited,1490.19,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101233,Bill & Rachel Taylor-Beales t/a Hushland Creative,550,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101261,New Directions (Education) Limited,562.36,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,101315,Siemens Financial Services Limited,629.9,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,102593,eBuyer UK Limited,681.5,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,102593,XMA Limited,5000,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,102593,St Cyres Comprehensive School,2350.97,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,102593,St Cyres Comprehensive School,3412.59,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,102593,St Cyres Comprehensive School,2274.29,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,102593,St Cyres Comprehensive School,3625.54,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,102593,St Cyres Comprehensive School,3860.62,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,102593,Work With Meaning,600,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,14-May-18,102703,Insight Direct (UK) Limited,652.86,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,104385,Yorkshire Purchasing Organisation,540.5,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-18,104385,Steve Lewis t/a Play on Development,560,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,14-May-18,130045,UK Laser Supplies Limited,521.74,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,14-May-18,140119,Acorn Recruitment Limited,1606.6,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,14-May-18,140119,Acorn Recruitment Limited,1606.6,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,14-May-18,140119,Acorn Recruitment Limited,1438.4,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215401,Dwr Cymru Cyf,749.6,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215489,Care In Wales Limited T/A Care in the Vale,730.93,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215489,Care In Wales Limited T/A Care in the Vale,725.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215489,Care In Wales Limited T/A Care in the Vale,579.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215489,Care In Wales Limited T/A Care in the Vale,637.71,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215489,Care In Wales Limited T/A Care in the Vale,538.31,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215489,Care In Wales Limited T/A Care in the Vale,648.19,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215489,Care In Wales Limited T/A Care in the Vale,512.63,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215489,Care In Wales Limited T/A Care in the Vale,781.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215489,Care In Wales Limited T/A Care in the Vale,730.93,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215489,Care In Wales Limited T/A Care in the Vale,725.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215489,Care In Wales Limited T/A Care in the Vale,608.77,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215489,Care In Wales Limited T/A Care in the Vale,637.71,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215489,Care In Wales Limited T/A Care in the Vale,538.31,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-May-18,215489,Care In Wales Limited T/A Care in the Vale,648.19,Revenue
