Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT MANAGING DIRECTOR AND RESOURCES,GF GRANTS,16-May-18,465200,Crossroads in the Vale (EMI) Limited,3357.75,Revenue
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,16-May-18,834207,Drainforce Limited,2820,Capital
DIRECT CAPITAL DEVELOPMENT,AR CAPITAL LEISURE,16-May-18,835379,LCB Construction Limited,5846.35,Capital
DIRECT CAPITAL DEVELOPMENT,AR CAPITAL LEISURE,16-May-18,835382,ARC Electrical Engineering Solutions Limited,50922.85,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,16-May-18,845003,ASW Property Services Limited,4059.42,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,16-May-18,845003,ASW Property Services Limited,4774.35,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,16-May-18,845003,R & M Williams Limited,1680.35,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,16-May-18,845003,R & M Williams Limited,2629.65,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,16-May-18,845003,Thyssen-Krupp Access Limited T/A Encasa,925,Capital
DIRECT CAPITAL POLICY,CAPITAL POLICY,16-May-18,852513,Commercial Transfer Limited,2606,Capital
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,17-May-18,100680,Consortium of Local Authorities for Provision of Science Services t/a CLEAPSS,2980.06,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101030,Millennium Personnel Services (Education) Limited,-625,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101047,GL Education Group Limited,1224.73,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101095,EDF Energy Plc,697.67,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101095,EDF Energy Plc,540.13,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101095,Lovegood Limited T/A Charlie Fox,773,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101095,St John Cymru - Wales,717,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101095,The Consortium for Purchasing and Distribution Limited,601.49,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101095,The Consortium for Purchasing and Distribution Limited,520.68,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101095,Mark Haycock & Ptn T/A Halo Support,1090,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101195,Superstars School Services Limited,1103.04,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101195,Millennium Personnel Services (Education) Limited,1248.5,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101195,New Directions (Education) Limited,592.12,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101285,Carol Satterthwaite Literacy Limited,1226.44,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101285,Midshire Business Systems (Northern) Limited,577.52,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101304,Collaborate & Innovate Limited t/a Cosy,576.9,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101304,Corona Energy Retail 4 Limited,867.43,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101304,Sportsafe UK Limited,1182.88,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,17-May-18,101308,Dwr Cymru Cyf,1543.56,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,17-May-18,102632,Apollo Teaching Services Limited,584,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,17-May-18,102652,Smooth Starts Plus Limited,1890,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,17-May-18,102701,Focal Point (Vision) Limited T/A Focal Point UK,557.01,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,17-May-18,103095,New Directions (Education) Limited,667.5,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,17-May-18,103095,New Directions (Education) Limited,534,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,17-May-18,103202,Valley Education Services Limited,812.24,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,17-May-18,130507,Get Yourself Noticed Limited,1308,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,215489,April Complete Care Solutions Limited,643.3,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,215489,April Complete Care Solutions Limited,649.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,216179,April Complete Care Solutions Limited,703.04,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,216179,April Complete Care Solutions Limited,1016.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,217691,Samantha Wrightson,1452,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,217909,April Complete Care Solutions Limited,922.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,217909,Crosshands Care Limited,6181.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,217909,Crosshands Care Limited,2160,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,217909,Crosshands Care Limited,4808.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,217909,Crosshands Care Limited,5014.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,217909,Crosshands Care Limited,3360,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,217909,Crosshands Care Limited,4008,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,217909,Crosshands Care Limited,4514.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,217909,Vision 21,790.78,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,17-May-18,217909,Vision 21,790.78,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,17-May-18,301062,Biffa Waste Services Limited,603.82,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,17-May-18,301100,Dragon Pump Services Limited,658.13,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,17-May-18,303910,SMK Building & Maintenance Limited,3202.33,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,17-May-18,303910,SMK Building & Maintenance Limited,6964.45,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,17-May-18,303910,SMK Building & Maintenance Limited,6981.85,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,17-May-18,303910,SMK Building & Maintenance Limited,11278.31,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,17-May-18,303950,Heatforce (Wales) Limited,1960,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,17-May-18,305713,G.P.H.I.T (Integrated Services) Limited,3900,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,17-May-18,325338,Calibre Contracting Limited,1234.2,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,17-May-18,325338,Siemens Plc,16990,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,17-May-18,325340,Calibre Contracting Limited,1640.16,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,17-May-18,325340,Calibre Contracting Limited,1234.2,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,17-May-18,325342,Calibre Contracting Limited,1538.67,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,17-May-18,325790,Calibre Contracting Limited,746.48,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,17-May-18,325790,Calibre Contracting Limited,914.61,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,17-May-18,359457,Run 4 Wales Ltd,695,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,17-May-18,365786,First Cymru Buses Limited,7549.32,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,17-May-18,365792,Urban Recreation Limited,12030,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,17-May-18,403130,Bruel & Kjaer UK Limited,825.6,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,17-May-18,403170,Cardiff City Transport Services Limited,1744.4,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,17-May-18,403207,Minton Treharne & Davies Limited,3462,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,17-May-18,403208,Minton Treharne & Davies Limited,941,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,17-May-18,403219,Minton Treharne & Davies Limited,564,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,17-May-18,403228,Minton Treharne & Davies Limited,595.5,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,17-May-18,405113,Salvatore Cannatella,650,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,17-May-18,405113,Salvatore Cannatella,650,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,17-May-18,407106,Building Recruitment Company Limited,626.78,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,17-May-18,407106,James Andrews Recruitment Solutions Limited,619.5,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,17-May-18,407150,LNC Floor Coverings Limited,680,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,17-May-18,407150,LNC Floor Coverings Limited,3640,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,17-May-18,407245,"3 Blinds, Nice! Limited",698,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,17-May-18,407400,Glamorgan Gem Limited,500,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,17-May-18,421230,Computacenter (UK) Limited,11515.2,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,17-May-18,440530,Business Gas Limited / Electricity,997.28,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,17-May-18,440530,Business Gas Limited / Electricity,1947.53,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,17-May-18,440530,Virgin Media Business Limited,19999.92,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,17-May-18,440530,Zipporah Limited,1060.9,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,17-May-18,440530,Kirklees Metropolitan Council,500,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,17-May-18,440530,OFCOM,885,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE POLICY MAKING,17-May-18,460500,Telefonica UK Limited t/a O2,580.02,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,18-May-18,100404,Cardiff County Council,4869.77,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,101007,Dwr Cymru Cyf,798.09,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,101007,Dwr Cymru Cyf,773.57,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,101025,Academics Limited,-669.1,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,101025,PSC - Michael Thomas,546.8,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,101030,Academics Limited,933.64,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,101030,Dwr Cymru Cyf,1298.78,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,101030,Teaching Personnel Limited,809.2,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,101032,Dwr Cymru Cyf,1157.81,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,101094,Dwr Cymru Cyf,903.55,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,101233,Burner Efficiency Services Limited,760.36,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,101233,Ignite & Inspire Limited,1193.6,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,102593,2simple Software Limited,1000,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,102593,Glamorgan County Cricket Club Limited,712.81,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,102593,Oxford University Press,2175.6,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-May-18,102593,Teaching Personnel Limited,547.5,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,18-May-18,130511,EDF Energy Plc,913.82,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,18-May-18,140131,Randstad Solutions Limited,106032.84,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,18-May-18,140131,Randstad Solutions Limited,120895.89,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,18-May-18,140131,Randstad Solutions Limited,110393.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,212791,EDF Energy Plc,978.44,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215401,EDF Energy Plc,630.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215401,EDF Energy Plc,606.64,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Annwyl Limited t/a Bluebird Care,673.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Annwyl Limited t/a Bluebird Care,655.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Annwyl Limited t/a Bluebird Care,732.21,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Annwyl Limited t/a Bluebird Care,608.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Annwyl Limited t/a Bluebird Care,761.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Annwyl Limited t/a Bluebird Care,746.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Annwyl Limited t/a Bluebird Care,835.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Annwyl Limited t/a Bluebird Care,684.51,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,GJ Care & Training Limited,558.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,GJ Care & Training Limited,622.69,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,GJ Care & Training Limited,617.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,555.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,517.4,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,564.61,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,569.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,549.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,555.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,517.4,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,564.61,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,569.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,549.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,504.16,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,517.4,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,564.61,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,569.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,514.03,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215803,EDF Energy Plc,974.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,215803,EDF Energy Plc,924.44,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,216179,Annwyl Limited t/a Bluebird Care,745.2,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,216179,Annwyl Limited t/a Bluebird Care,851.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,216179,Nestor Primecare Services Limited t/a Allied Healthcare,770.58,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,216179,Nestor Primecare Services Limited t/a Allied Healthcare,699.33,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,216179,Nestor Primecare Services Limited t/a Allied Healthcare,699.33,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,217909,GJ Care & Training Limited,699.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,218315,Legacy Leisure Limited,585,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,218321,GJ Care & Training Limited,570.43,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,218321,John Vincent O'Connell,1305,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,218419,Annwyl Limited t/a Bluebird Care,625.01,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-May-18,218419,Annwyl Limited t/a Bluebird Care,535.71,Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,18-May-18,239011,Cardiff County Council,5524.68,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18-May-18,260235,Walter Standen T/A Standens Contract Hire,516,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18-May-18,260235,Walter Standen T/A Standens Contract Hire,672,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,18-May-18,303000,Cardiff County Council,3163.05,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,325207,EDF Energy Plc,586.9,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,325207,EDF Energy Plc,573.32,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,325340,Cemex UK Materials Limited,1065.44,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,325340,Cemex UK Materials Limited,1051.3,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,325342,Cemex UK Materials Limited,639.97,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,325510,Calibre Contracting Limited,526.35,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,325510,Centregreat Limited,8001.71,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,325600,Calibre Contracting Limited,816.75,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,325644,Centregreat Limited,95937.24,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,325892,Centregreat Limited,1621.95,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,18-May-18,333014,Treework Services Limited t/a Treework Environmental Practice,1000,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,18-May-18,333050,EDF Energy Plc,696.11,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,18-May-18,333218,EDF Energy Plc,510.04,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,18-May-18,333218,EDF Energy Plc,585.3,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,18-May-18,333220,Cardiff County Council,913.25,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,18-May-18,333500,Skyline Rope Access Limited,8100,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,341061,EDF Energy Plc,631.61,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,341120,Dwr Cymru Cyf,755.75,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,341156,Glamorgan Gem Limited,600,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,341180,Cardiff County Council,119379.04,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,341182,Cardiff County Council,44049.66,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,18-May-18,341260,EDF Energy Plc,4661.08,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,18-May-18,349702,Cardiff County Council,8720.1,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,18-May-18,352718,EDF Energy Plc,1038.61,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,18-May-18,352718,EDF Energy Plc,919.07,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,18-May-18,355716,EDF Energy Plc,1861.84,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,18-May-18,356020,EDF Energy Plc,875.81,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,18-May-18,356020,EDF Energy Plc,987.66,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,18-May-18,359324,Muddy Faces Limited,841.18,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,18-May-18,359330,The Federation of Disability Sports Wales Limited,570,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,18-May-18,360002,Cardiff County Council,582.39,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,18-May-18,365790,Premier Cars (Cardiff) Limited,1755,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,18-May-18,400050,Glamorgan Gem Limited,858,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,18-May-18,400050,Glamorgan Gem Limited,507.5,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,18-May-18,400063,Virgin Media Business Limited,846.08,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES (MILES),18-May-18,402005,Cardiff County Council,1520.22,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,18-May-18,407100,Cardiff County Council,1026.92,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,18-May-18,407150,EDF Energy Plc,762.87,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,18-May-18,407150,EDF Energy Plc,694.3,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,18-May-18,407215,EDF Energy Plc,568.59,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,18-May-18,407215,EDF Energy Plc,516.6,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18-May-18,420201,Cardiff County Council,3125.47,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18-May-18,422003,Tomorrows Energy Limited,500,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18-May-18,422100,EDF Energy Plc,7375.79,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18-May-18,422100,John Weaver (Contractors) Limited,1174.72,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18-May-18,422100,John Weaver (Contractors) Limited,6696.86,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18-May-18,422130,EDF Energy Plc,7877.91,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18-May-18,422150,EDF Energy Plc,750.76,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18-May-18,422150,EDF Energy Plc,698.22,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18-May-18,422160,Anderselite Limited,687.5,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18-May-18,422160,Hays Specialist Recruitment Limited,937.13,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18-May-18,422160,Hays Specialist Recruitment Limited,784.13,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18-May-18,422201,EDF Energy Plc,2688.78,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18-May-18,422500,EDF Energy Plc,1087.35,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,18-May-18,422500,EDF Energy Plc,763.82,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,18-May-18,440530,British Telecommunications Plc - Redcare,569.34,Revenue
